Train_No,Train_Name,distance,Source_Station_Name,day_of_departure,Destination_Station_Name,day_of_arrival,departure_time,arrival_time
8102,CKP-CBSA DEM,2142,CHAKARADHARPUR,Wednesday,CHAIBASA,Thursday,15:01:57,4:56:25
8301,SBP-BAND WEE,2291,SAMBALPUR JN.,Sunday,BANASWADI,Sunday,10:50:19,19:29:12
8302,BAND-SBP WEE,707,BANASWADI,Sunday,SAMBALPUR JN.,Friday,8:36:44,12:06:23
8403,PURI-SRC WEE,647,PURI,Sunday,SANTRAGACHI JN.,Friday,15:48:13,13:38:20
8404,SRC-PURI WEE,281,SANTRAGACHI JN.,Friday,PURI,Tuesday,11:10:34,4:19:33
8501,VSKP SC WEEK,1390,VISAKHAPATNAM,Wednesday,SECUNDERABAD JN.,Friday,13:58:30,18:21:29
8502,SC VSKP SPEC,2711,SECUNDERABAD JN.,Sunday,VISAKHAPATNAM,Wednesday,15:06:45,19:10:43
8511,KRDL-VSKP SP,2691,KIRANDUL,Friday,VISAKHAPATNAM,Friday,2:49:40,12:45:36
8512,VSKP-KRDL SP,1688,VISAKHAPATNAM,Wednesday,KIRANDUL,Monday,16:51:51,21:01:48
8567,VSKP-QLN BI-,2598,VISAKHAPATNAM,Monday,QUILON,Saturday,15:08:10,20:07:27
8568,QLN-VSKP BI-,304,QUILON,Wednesday,VISAKHAPATNAM,Sunday,16:21:08,12:25:14
8573,VSKP-TPTY WE,797,VISAKHAPATNAM,Tuesday,TIRUPATI,Tuesday,16:26:01,10:34:38
8574,TPTY-VSKP SP,1124,TIRUPATI,Tuesday,VISAKHAPATNAM,Wednesday,12:05:53,22:00:50
8581,BPQ CAF PASS,723,BALHARSHAH,Friday,CHANDAFORT,Sunday,7:31:17,7:30:33
8582,CAF BPQ SPL,1400,CHANDAFORT,Tuesday,BALHARSHAH,Wednesday,14:48:16,22:08:56
8617,RNC ANVT SPL,2040,RANCHI,Monday,ANAND VIHAR TERMINAL,Thursday,0:13:15,2:32:57
8618,ANVT RNC SPL,366,ANAND VIHAR TERMINAL,Sunday,RANCHI,Sunday,7:07:45,15:14:47
8627,HWH RNC SPL,1189,HOWRAH JN.,Saturday,RANCHI,Wednesday,0:07:01,4:25:09
8628,RNC HWH  SPL,660,RANCHI,Friday,HOWRAH JN.,Thursday,18:11:03,6:29:19
8872,DURG-G PASS,669,DURG,Monday,GONDIA JN.,Monday,20:34:42,6:27:04
9003,BDTS NZM  SF,2423,BANDRA TERMINUS,Saturday,HAZRAT NIZAMUDDIN JN,Sunday,13:19:50,5:12:16
9004,NZM  BDTS SF,934,HAZRAT NIZAMUDDIN JN,Monday,BANDRA TERMINUS,Thursday,11:16:14,8:20:37
9005,BCT NDLS BI,2569,MUMBAI CENTRAL,Wednesday,NEW DELHI,Thursday,16:00:18,8:32:32
9006,NDLS BCT BI,2103,NEW DELHI,Sunday,MUMBAI CENTRAL,Thursday,3:27:29,13:33:11
9011,BDTS BKN WEE,352,BANDRA TERMINUS,Thursday,BIKANER JN.,Thursday,6:45:30,11:55:17
9012,BKN BDTS WEE,1747,BIKANER JN.,Tuesday,BANDRA TERMINUS,Thursday,23:46:57,13:38:35
9433,BDTS GIMB WE,2251,BANDRA TERMINUS,Wednesday,GANDHIDHAM JN.,Saturday,7:03:03,23:28:48
9434,GIMB BDTS WE,80,GANDHIDHAM JN.,Wednesday,BANDRA TERMINUS,Friday,10:25:08,13:25:26
9621,AII BDTS SF,2890,AJMER JN.,Tuesday,BANDRA TERMINUS,Monday,4:33:40,14:38:43
9622,BDTS AII SF,498,BANDRA TERMINUS,Saturday,AJMER JN.,Saturday,21:28:03,19:38:06
9721,JP UDZ SF SP,1511,JAIPUR JN.,Friday,UDAIPUR CITY,Friday,11:10:15,16:50:08
9722,UDZ JP SF SP,2647,UDAIPUR CITY,Wednesday,JAIPUR JN.,Wednesday,4:22:24,4:27:54
9761,SGNR-SOG SPL,2021,SHRI GANGANAGAR,Friday,SURATGARH JN.,Wednesday,10:05:31,18:18:36
9809,KOTA-NZM DAI,2471,KOTA,Saturday,HAZRAT NIZAMUDDIN JN,Sunday,4:46:51,1:57:09
9810,NZM-KOTA DAI,1279,HAZRAT NIZAMUDDIN JN,Monday,KOTA,Tuesday,15:54:32,20:49:23
10103,MANDOVI EXPR,2008,CST-MUMBAI,Thursday,MADGOAN JN.,Wednesday,5:29:09,14:13:49
10104,MANDOVI EXPR,2747,MADGOAN JN.,Monday,CST-MUMBAI,Saturday,11:03:28,16:55:32
10111,KONKAN KANYA,2388,CST-MUMBAI,Friday,MADGOAN JN.,Monday,3:30:10,19:00:17
10112,KONKAN KANYA,480,MADGOAN JN.,Saturday,CST-MUMBAI,Saturday,6:17:36,3:45:31
10215,MAO-ERS,2860,MADGOAN JN.,Tuesday,ERNAKULAM. JN,Friday,2:26:56,2:18:00
10216,ERS-MAO SPL,1199,ERNAKULAM. JN,Wednesday,MADGOAN JN.,Thursday,20:14:13,2:38:21
11001,SNSI-PVR EXP,612,SAI NAGAR SHIRDI,Wednesday,PANDHARPUR,Sunday,15:37:33,15:26:22
11002,PVR-SNSI EXP,1390,PANDHARPUR,Sunday,SAI NAGAR SHIRDI,Saturday,4:43:00,2:41:34
11003,DR-SWV TUTAR,2407,DADAR,Friday,SAWANTWADI ROAD,Saturday,11:53:15,15:56:51
11004,SWV-DR TUTAR,2118,SAWANTWADI ROAD,Friday,DADAR,Wednesday,2:15:37,22:36:59
11005,DR-PDY EXPRE,2638,DADAR,Saturday,PONDICHERRY,Sunday,7:29:15,15:21:26
11006,CHALUKYA EXP,1413,PONDICHERRY,Saturday,DADAR,Saturday,7:09:45,23:08:16
11007,DECCAN EXPRE,2157,CST-MUMBAI,Wednesday,PUNE JN.,Sunday,20:54:40,3:01:50
11008,DECCAN EXPRE,69,PUNE JN.,Monday,CST-MUMBAI,Monday,8:40:02,2:02:52
11009,SINHAGAD EXP,1246,CST-MUMBAI,Thursday,PUNE JN.,Saturday,10:50:07,21:35:59
11010,SINHAGAD EXP,697,PUNE JN.,Sunday,CST-MUMBAI,Friday,10:07:16,18:17:33
11011,LTT-NED EXPR,83,LOKMANYA TILAK TERMINUS,Friday,NANDED,Friday,12:51:37,1:31:15
11012,NED-LTT  EXP,1512,NANDED,Monday,LOKMANYA TILAK TERMINUS,Sunday,2:54:22,22:28:18
11013,COIMBATORE E,1014,LOKMANYA TILAK TERMINUS,Tuesday,COIMBATORE  JN.,Monday,19:55:09,21:46:53
11014,LOKMANYA TT,660,COIMBATORE  JN.,Wednesday,LOKMANYA TILAK TERMINUS,Tuesday,19:22:43,7:26:50
11015,KUSHINAGAR E,112,LOKMANYA TILAK TERMINUS,Saturday,GORAKHPUR JN.,Tuesday,16:04:10,4:46:33
11016,KUSHINAGAR E,2828,GORAKHPUR JN.,Sunday,LOKMANYA TILAK TERMINUS,Wednesday,9:09:08,10:15:50
11017,LTT-KIK WEEK,1884,LOKMANYA TILAK TERMINUS,Thursday,KARAIKAL,Friday,1:50:21,14:48:51
11018,KARAIKAL LTT,1727,KARAIKAL,Wednesday,LOKMANYA TILAK TERMINUS,Saturday,1:26:29,15:15:56
11019,KONARK EXPRE,1411,CST-MUMBAI,Friday,BHUBANESWAR,Friday,17:58:59,22:08:16
11020,KONARK EXPRE,2838,BHUBANESWAR,Wednesday,CST-MUMBAI,Thursday,19:47:29,22:32:25
11021,DR-TEN EXPRE,2751,DADAR,Saturday,TIRUNELVELI JN,Tuesday,14:17:31,1:30:38
11022,TEN - DR EXP,791,TIRUNELVELI JN,Saturday,DADAR,Thursday,12:42:12,18:25:16
11023,SAHYADRI EXP,578,CST-MUMBAI,Wednesday,CHHATRAPATI SHAHU MAHARAJ TERMINUS,Monday,12:14:43,11:38:10
11024,SAHYADRI EXP,907,CHHATRAPATI SHAHU MAHARAJ TERMINUS,Thursday,CST-MUMBAI,Friday,10:07:00,20:51:35
11025,BSL-PUNE EXP,44,BHUSAVAL JN.,Tuesday,PUNE JN.,Tuesday,16:29:49,21:26:19
11026,PUNE-BSL EXP,2860,PUNE JN.,Saturday,BHUSAVAL JN.,Sunday,20:32:19,9:35:22
11027,CSMT-MAS MAI,1386,CST-MUMBAI,Sunday,CHENNAI CENTRAL,Friday,2:24:08,7:32:50
11028,MAS-CSMT MUM,1133,CHENNAI CENTRAL,Thursday,CST-MUMBAI,Friday,3:15:04,5:01:39
11029,KOYNA EXPRES,2044,CST-MUMBAI,Tuesday,CHHATRAPATI SHAHU MAHARAJ TERMINUS,Wednesday,21:29:02,13:32:19
11030,KOYNA EXPRES,1430,CHHATRAPATI SHAHU MAHARAJ TERMINUS,Friday,CST-MUMBAI,Friday,22:20:53,15:03:46
11031,SUR-BJP EPXR,1886,SOLAPUR,Saturday,BIJAPUR JN,Sunday,8:37:40,20:16:01
11032,BJP-SUR EXPR,1105,BIJAPUR JN,Wednesday,SOLAPUR,Tuesday,11:31:15,7:55:53
11033,PUNE-DBG EXP,2845,PUNE JN.,Friday,DARBHANGA JN.,Sunday,3:04:20,18:05:34
11034,DBG-PUNE EXP,2427,DARBHANGA JN.,Wednesday,PUNE JN.,Sunday,13:10:08,7:17:20
11035,SHARAVATHI E,1047,DADAR,Friday,MYSORE JN.,Wednesday,5:24:34,5:24:45
11036,SHARAVATI EX,2827,MYSORE JN.,Tuesday,DADAR,Wednesday,20:27:39,7:45:13
11037,PUNE-GKP EXP,1497,PUNE JN.,Friday,GORAKHPUR JN.,Thursday,22:46:30,22:28:56
11038,GKP-PUNE EXP,653,GORAKHPUR JN.,Tuesday,PUNE JN.,Friday,13:47:24,17:23:53
11039,MAHARASHTRA,592,CHHATRAPATI SHAHU MAHARAJ TERMINUS,Thursday,GONDIA JN.,Monday,2:24:28,7:17:14
11040,MAHARASHTRA,1241,GONDIA JN.,Friday,CHHATRAPATI SHAHU MAHARAJ TERMINUS,Saturday,18:21:11,16:02:43
11041,CSMT -MAS EX,518,CST-MUMBAI,Tuesday,CHENNAI CENTRAL,Sunday,12:30:04,22:44:40
11042,MAS-CSMT MUM,2472,CHENNAI CENTRAL,Saturday,CST-MUMBAI,Monday,13:24:42,7:18:52
11043,LTT-MADURAI,2377,LOKMANYA TILAK TERMINUS,Tuesday,MADURAI JN,Monday,15:42:56,6:47:47
11044,LOKAMANYA TT,2406,MADURAI JN,Sunday,LOKMANYA TILAK TERMINUS,Thursday,7:38:48,17:02:52
11045,DIKSHABHOOMI,2875,CHHATRAPATI SHAHU MAHARAJ TERMINUS,Sunday,DHANBAD JN.,Tuesday,2:20:01,19:17:06
11046,DIKSHABHUMI,303,DHANBAD JN.,Sunday,CHHATRAPATI SHAHU MAHARAJ TERMINUS,Sunday,7:42:36,14:18:58
11047,MRJ UBL EXP,1142,MIRAJ JN.,Friday,HUBLI JN.,Friday,22:31:50,13:36:52
11048,UBL MRJ EXPR,1090,HUBLI JN.,Sunday,MIRAJ JN.,Saturday,12:50:03,9:17:42
11049,ADI-KOP EXPR,1043,AHMEDABAD,Saturday,CHHATRAPATI SHAHU MAHARAJ TERMINUS,Monday,14:48:29,0:10:55
11050,KOP-ADI EXPR,2944,CHHATRAPATI SHAHU MAHARAJ TERMINUS,Saturday,AHMEDABAD,Tuesday,4:46:01,12:55:57
11051,SUR - KOP EX,338,SOLAPUR,Friday,CHHATRAPATI SHAHU MAHARAJ TERMINUS,Saturday,20:45:58,8:52:14
11052,KOP - SUR EX,2643,CHHATRAPATI SHAHU MAHARAJ TERMINUS,Sunday,SOLAPUR,Saturday,10:18:17,22:55:46
11053,LTT-AMH EXPR,944,LOKMANYA TILAK TERMINUS,Thursday,AZAMGARH,Friday,22:00:59,1:21:21
11054,AMH-LTT EXPR,386,AZAMGARH,Thursday,LOKMANYA TILAK TERMINUS,Saturday,7:38:56,1:50:36
11055,GODAN EXPRES,605,LOKMANYA TILAK TERMINUS,Thursday,GORAKHPUR JN.,Saturday,2:24:29,19:49:14
11056,GODAN EXPRES,2540,GORAKHPUR JN.,Wednesday,LOKMANYA TILAK TERMINUS,Saturday,1:25:17,23:18:49
11057,AMRITSAR EXP,2540,CST-MUMBAI,Friday,AMRITSAR JN.,Friday,7:30:11,21:28:04
11058,ASR CSMT EXP,1735,AMRITSAR JN.,Thursday,CST-MUMBAI,Friday,11:31:00,8:57:57
11059,CHHAPRA EXPR,1390,LOKMANYA TILAK TERMINUS,Sunday,CHHAPRA JN.,Thursday,3:26:23,11:56:33
11060,CPR LTT EXPR,2792,CHHAPRA JN.,Thursday,LOKMANYA TILAK TERMINUS,Thursday,2:30:55,15:24:47
11061,LTT-DBG  EXP,974,LOKMANYA TILAK TERMINUS,Monday,DARBHANGA JN.,Friday,19:19:40,14:44:14
11062,DBG  LTT EXP,1336,DARBHANGA JN.,Monday,LOKMANYA TILAK TERMINUS,Saturday,22:58:18,16:11:17
11063,MS SA SUPER,2145,CHENNAI EGMORE,Monday,SALEM JN.,Sunday,21:56:24,8:36:09
11064,SA MS SUPERF,1500,SALEM JN.,Sunday,CHENNAI EGMORE,Friday,22:42:38,18:05:00
11067,SAKET EXPRES,2142,LOKMANYA TILAK TERMINUS,Saturday,FAIZABAD JN.,Tuesday,23:48:39,18:58:07
11068,SAKET EXPRES,1824,FAIZABAD JN.,Friday,LOKMANYA TILAK TERMINUS,Saturday,19:56:31,12:13:58
11071,KAMAYANI EXP,2898,LOKMANYA TILAK TERMINUS,Sunday,VARANASI JN.,Wednesday,11:28:33,13:53:34
11072,KAMAYANI EXP,2513,VARANASI JN.,Saturday,LOKMANYA TILAK TERMINUS,Sunday,14:27:13,18:46:59
11073,LTT-MAS EXPR,471,LOKMANYA TILAK TERMINUS,Friday,CHENNAI CENTRAL,Tuesday,19:22:42,10:53:43
11074,CHENNAI - LT,808,CHENNAI CENTRAL,Wednesday,LOKMANYA TILAK TERMINUS,Friday,5:44:13,7:54:29
11075,LTT-BIDR EXP,976,LOKMANYA TILAK TERMINUS,Thursday,BIDAR,Wednesday,15:11:06,16:27:45
11076,BIDR-LTT EXP,1766,BIDAR,Thursday,LOKMANYA TILAK TERMINUS,Monday,8:19:32,11:23:18
11077,JHELUM EXPRE,224,PUNE JN.,Tuesday,JAMMU TAWI,Sunday,14:34:22,20:33:17
11078,JHELUM EXPRE,545,JAMMU TAWI,Saturday,PUNE JN.,Friday,6:59:33,20:31:31
11079,LTT-GKP EXPR,170,LOKMANYA TILAK TERMINUS,Saturday,GORAKHPUR JN.,Tuesday,22:58:26,23:07:11
11080,GKP-LTT EXPR,1264,GORAKHPUR JN.,Wednesday,LOKMANYA TILAK TERMINUS,Tuesday,7:11:06,2:41:04
11081,LTT-GKP VIA,2079,LOKMANYA TILAK TERMINUS,Tuesday,GORAKHPUR JN.,Sunday,17:41:29,20:43:34
11082,GKP-LTT VIA,2290,GORAKHPUR JN.,Friday,LOKMANYA TILAK TERMINUS,Monday,6:03:46,9:32:15
11083,LTT-KZJ TADO,947,LOKMANYA TILAK TERMINUS,Friday,KAZIPET JN.,Thursday,14:01:18,6:41:20
11084,KZJ-LTT TADO,1043,KAZIPET JN.,Thursday,LOKMANYA TILAK TERMINUS,Thursday,18:53:36,22:45:07
11085,LTT-MAO DOUB,1502,LOKMANYA TILAK TERMINUS,Sunday,MADGOAN JN.,Sunday,15:39:58,0:33:44
11086,MAO-LTT DOUB,2615,MADGOAN JN.,Saturday,LOKMANYA TILAK TERMINUS,Thursday,23:59:52,3:28:25
11087,VRL-PUNE EXP,1887,VERAVAL,Sunday,PUNE JN.,Thursday,9:18:27,21:04:55
11088,PUNE-VRL EXP,550,PUNE JN.,Thursday,VERAVAL,Thursday,19:50:26,18:52:13
11089,BGKTPUNE EXP,2687,BHAGAT-KI-KOTHI,Sunday,PUNE JN.,Monday,20:41:43,2:22:24
11090,PUNE BGKT EX,2744,PUNE JN.,Tuesday,BHAGAT-KI-KOTHI,Sunday,16:35:07,23:01:21
11091,BHUJ PUNE EX,1009,NEW BHUJ,Friday,PUNE JN.,Sunday,12:09:12,1:44:02
11092,PUNE BHUJ EX,1737,PUNE JN.,Friday,NEW BHUJ,Tuesday,15:11:43,11:42:19
11093,MAHANAGARI E,299,CST-MUMBAI,Thursday,VARANASI JN.,Wednesday,10:47:01,3:06:46
11094,MAHANAGARI E,547,VARANASI JN.,Thursday,CST-MUMBAI,Saturday,1:01:13,12:38:10
11095,AHIMSA EXPRE,2528,AHMEDABAD,Friday,PUNE JN.,Friday,2:47:53,3:32:03
11096,AHIMSA EXPRE,2226,PUNE JN.,Wednesday,AHMEDABAD,Friday,16:16:06,6:26:59
11097,POORNA EXPRE,279,PUNE JN.,Saturday,ERNAKULAM. JN,Monday,16:45:07,21:26:51
11098,POORNA EXPRE,2005,ERNAKULAM. JN,Friday,PUNE JN.,Sunday,14:36:04,19:18:14
11101,PUNE-GWALIOR,2251,PUNE JN.,Thursday,GWALIOR JN,Sunday,3:47:13,7:04:50
11102,GWL-PUNE EXP,1227,GWALIOR JN,Tuesday,PUNE JN.,Wednesday,10:35:22,0:13:40
11103,JHS-BDTS EXP,836,JHANSI JN,Sunday,BANDRA TERMINUS,Thursday,9:25:05,23:22:57
11104,BDTS-JHS EXP,1467,BANDRA TERMINUS,Sunday,JHANSI JN,Thursday,23:26:14,14:09:47
11107,BUNDELKHAND,1712,GWALIOR JN,Friday,VARANASI JN.,Sunday,6:29:30,19:32:59
11108,BUNDELKHAND,2755,VARANASI JN.,Friday,GWALIOR JN,Saturday,16:15:05,10:28:57
11109,JHS-LKO INTE,941,JHANSI JN,Thursday,LUCKNOW JN.,Wednesday,16:33:29,12:14:42
11110,LKO -JHS INT,2628,LUCKNOW JN.,Friday,JHANSI JN,Wednesday,20:29:21,16:23:46
11111,GWL-BLP SUSH,164,GWALIOR JN,Friday,"BALRAMPUR,",Sunday,13:20:34,8:41:40
11112,BLP-GWL SUSH,760,"BALRAMPUR,",Monday,GWALIOR JN,Saturday,16:47:55,23:12:17
11123,BARAUNI-GWL,1523,BARAUNI JN.,Thursday,GWALIOR JN,Wednesday,1:53:42,2:25:06
11124,GWALIAR-BJU,588,GWALIOR JN,Wednesday,BARAUNI JN.,Monday,14:20:57,13:22:31
11125,IND-GWL EXP,2629,INDORE BG,Monday,GWALIOR JN,Thursday,21:23:01,13:25:24
11126,GWL-IND EXP,2061,GWALIOR JN,Thursday,INDORE BG,Thursday,22:23:12,4:45:46
11201,LTT-AJNI EXP,258,LOKMANYA TILAK TERMINUS,Wednesday,AJNI,Thursday,19:46:14,6:33:25
11202,AJNI-LTT EXP,2545,AJNI,Friday,LOKMANYA TILAK TERMINUS,Thursday,21:00:14,16:18:07
11203,NAGPUR JAIPU,2355,NAGPUR JN.(CR),Tuesday,JAIPUR JN.,Saturday,10:31:44,20:09:04
11204,JAIPUR NAGPU,1134,JAIPUR JN.,Tuesday,NAGPUR JN.(CR),Tuesday,17:09:19,12:44:50
11205,LTT-NZB EXPR,1594,LOKMANYA TILAK TERMINUS,Thursday,NIZAMABAD,Friday,11:17:51,9:05:20
11206,NZB-LTT WEEK,2791,NIZAMABAD,Friday,LOKMANYA TILAK TERMINUS,Monday,18:24:31,14:36:05
11265,JBP-ABKP EXP,200,JABALPUR,Thursday,AMBIKAPUR,Thursday,16:25:51,0:32:49
11266,ABKP-JBP EXP,1436,AMBIKAPUR,Monday,JABALPUR,Friday,3:43:17,3:37:59
11272,VINDHYACHAL,785,BHOPAL,Friday,ITARSI,Monday,10:41:31,18:39:49
11301,UDYAN EXPRES,1564,CST-MUMBAI,Wednesday,KRANTIVIRA SANGOLLI RAYANNA (BENGALURU STATION),Wednesday,20:02:16,19:06:34
11302,UDYAN EXP,1986,KRANTIVIRA SANGOLLI RAYANNA (BENGALURU STATION),Monday,CST-MUMBAI,Thursday,19:07:50,17:32:07
11303,HYB-KOP EXPR,1896,HYDERABAD DECCAN,Thursday,CHHATRAPATI SHAHU MAHARAJ TERMINUS,Wednesday,15:24:00,16:12:56
11304,KOP-HYB EXPR,2417,CHHATRAPATI SHAHU MAHARAJ TERMINUS,Saturday,HYDERABAD DECCAN,Monday,12:07:40,16:46:13
11307,GR-HYB- INTE,48,GULBARGA,Monday,HYDERABAD DECCAN,Friday,8:39:42,13:37:10
11308,HYB-GR INTER,312,HYDERABAD DECCAN,Wednesday,GULBARGA,Friday,8:42:06,10:21:21
11309,SUR-MRJ EXP,1673,SOLAPUR,Sunday,MIRAJ JN.,Thursday,11:14:10,1:40:41
11310,MRJ-SUR EXP,2442,MIRAJ JN.,Wednesday,SOLAPUR,Saturday,19:51:59,5:06:28
11401,NANDIGRHAM E,1631,CST-MUMBAI,Thursday,NAGPUR JN.(CR),Thursday,5:26:23,2:36:46
11402,NADHIGRAM EX,2476,NAGPUR JN.(CR),Tuesday,CST-MUMBAI,Sunday,13:51:14,14:12:17
11403,NGP-KOP EXPR,616,NAGPUR JN.(CR),Friday,CHHATRAPATI SHAHU MAHARAJ TERMINUS,Thursday,22:07:29,1:47:24
11404,KOP-NGP EXPR,515,CHHATRAPATI SHAHU MAHARAJ TERMINUS,Saturday,NAGPUR JN.(CR),Sunday,19:32:45,8:21:19
11405,PUNE-AMRAVAT,1650,PUNE JN.,Thursday,AMRAVATI,Saturday,15:59:45,10:02:38
11406,AMRAVAI-PUNE,1532,AMRAVATI,Tuesday,PUNE JN.,Saturday,19:00:07,3:26:06
11407,PUNE-LJN EXP,1312,PUNE JN.,Sunday,LUCKNOW JN.,Saturday,2:16:23,6:08:13
11408,LJN-PUNE EXP,2083,LUCKNOW JN.,Saturday,PUNE JN.,Tuesday,6:25:37,11:50:26
11423,SUR HUBLI EX,2450,SOLAPUR,Friday,HUBLI JN.,Wednesday,10:29:30,1:48:05
11424,GDG-SUR EXPR,1320,HUBLI JN.,Tuesday,SOLAPUR,Sunday,21:34:11,5:30:45
11447,SHAKTIPUNJ E,1494,JABALPUR,Friday,HOWRAH JN.,Saturday,14:57:29,23:26:10
11448,SHAKTIPUNJ E,2950,HOWRAH JN.,Friday,JABALPUR,Saturday,11:02:05,21:11:03
11449,JBP-SVDK EXP,2542,JABALPUR,Friday,SHRI MATA VAISHNO DEVI KATRA,Thursday,18:47:19,9:00:17
11450,SVDK-JBP EXP,50,SHRI MATA VAISHNO DEVI KATRA,Thursday,JABALPUR,Saturday,10:19:23,23:52:44
11463,SMNH-JBP EXP,1661,SOMNATH,Sunday,JABALPUR,Saturday,12:59:58,0:52:44
11464,JBP -SMNH EX,406,JABALPUR,Thursday,SOMNATH,Monday,18:02:07,3:20:00
11465,SMNH-JBP EXP,799,SOMNATH,Tuesday,JABALPUR,Monday,22:37:42,20:33:52
11466,JBP-SMNH EXP,137,JABALPUR,Monday,SOMNATH,Wednesday,9:18:12,23:34:54
11651,JBP-SGRL INT,1452,JABALPUR,Thursday,SINGRAULI,Saturday,10:34:49,11:06:13
11652,SGRL-JBP INT,798,SINGRAULI,Tuesday,JABALPUR,Tuesday,20:19:51,13:29:13
11701,JBP-INDB INT,183,JABALPUR,Sunday,INDORE BG,Friday,20:21:05,11:27:31
11702,INDB-JBP INT,1622,INDORE BG,Sunday,JABALPUR,Saturday,18:27:18,14:00:17
11703,REWA-DADN  E,2068,REWA,Thursday,MHOW,Saturday,4:00:02,22:47:15
11704,INDB-REWA EX,119,MHOW,Saturday,REWA,Sunday,11:15:52,2:14:59
11801,JHS-ETW EXPR,2614,JHANSI JN,Wednesday,ETAWAH,Thursday,2:00:07,17:56:51
11802,ETW-JHS LINK,1163,ETAWAH,Saturday,JHANSI JN,Wednesday,11:18:29,20:13:32
11901,MTJ-KKDE EXP,349,MATHURA JN.,Saturday,KURUKSHETRA JN.,Wednesday,8:40:12,18:00:22
11902,KKDE-MTJ EXP,1646,KURUKSHETRA JN.,Wednesday,MATHURA JN.,Monday,5:27:52,15:56:02
12001,BPL - NDLS S,577,HABIBGANJ,Monday,NEW DELHI,Sunday,3:45:40,22:28:50
12002,NDLS - BPL S,1060,NEW DELHI,Thursday,HABIBGANJ,Wednesday,18:06:40,20:30:17
12003,LKO-NDLS SHA,2540,LUCKNOW JN.,Sunday,NEW DELHI,Friday,6:06:00,9:23:50
12004,NDLS-LKO SHA,1001,NEW DELHI,Monday,LUCKNOW JN.,Sunday,17:15:39,22:16:20
12005,NDLS-KLK- SH,845,NEW DELHI,Friday,KALKA,Wednesday,14:28:48,1:18:42
12006,KLK-NDLS SHA,1951,KALKA,Sunday,NEW DELHI,Monday,17:34:23,22:06:29
12007,MAS-MYS SHAT,1972,CHENNAI CENTRAL,Friday,MYSORE JN.,Wednesday,5:52:07,10:49:27
12008,MYS-MAS SHAT,1508,MYSORE JN.,Saturday,CHENNAI CENTRAL,Saturday,10:45:27,5:53:04
12009,SHATABDI EXP,2738,MUMBAI CENTRAL,Tuesday,AHMEDABAD,Thursday,11:40:26,16:52:31
12010,SHATABDI EXP,1265,AHMEDABAD,Friday,MUMBAI CENTRAL,Sunday,9:54:09,15:08:12
12011,NDLS-KLK SHA,1678,NEW DELHI,Tuesday,KALKA,Friday,23:29:39,18:37:23
12012,KLK-NDLS SHA,1197,KALKA,Monday,NEW DELHI,Thursday,23:32:07,2:40:30
12013,NDLS-ASR SHA,1427,NEW DELHI,Sunday,AMRITSAR JN.,Wednesday,9:40:22,0:44:08
12014,ASR-NDLS SHA,836,AMRITSAR JN.,Friday,NEW DELHI,Sunday,16:06:13,0:14:18
12015,NDLS-AII SHA,110,NEW DELHI,Monday,AJMER JN.,Sunday,19:51:37,22:40:27
12016,AII-NDLS SHA,1585,AJMER JN.,Monday,NEW DELHI,Sunday,20:37:03,3:56:02
12017,NDLS-DDN SHA,2463,NEW DELHI,Sunday,DEHRA DUN,Wednesday,4:42:46,23:27:22
12018,DDN-NDLS SHA,963,DEHRA DUN,Saturday,NEW DELHI,Monday,3:30:41,23:02:44
12019,HOWRAH RANCH,2558,HOWRAH JN.,Tuesday,RANCHI,Sunday,21:18:03,11:25:50
12020,RNC HWH SHAT,2905,RANCHI,Thursday,HOWRAH JN.,Wednesday,4:43:18,7:14:19
12021,HOWRAH-BARAB,1033,HOWRAH JN.,Saturday,BARBIL,Thursday,4:34:56,17:00:16
12022,BARABIL-HOWR,2505,BARBIL,Tuesday,HOWRAH JN.,Wednesday,11:19:22,5:53:24
12023,HOWRAH PATNA,1597,HOWRAH JN.,Tuesday,PATNA JN.,Monday,21:39:39,6:41:23
12024,PATNA HOWRAH,2598,PATNA JN.,Wednesday,HOWRAH JN.,Tuesday,12:58:24,10:20:45
12025,PUNE-SC SHAT,163,PUNE JN.,Sunday,SECUNDERABAD JN.,Thursday,22:01:44,15:19:50
12026,SC-PUNE SHAT,690,SECUNDERABAD JN.,Friday,PUNE JN.,Wednesday,10:24:18,9:48:23
12027,MAS-SBC SHAT,1040,CHENNAI CENTRAL,Sunday,KRANTIVIRA SANGOLLI RAYANNA (BENGALURU STATION),Sunday,18:36:43,2:17:21
12028,SBC-MAS SHAT,399,KRANTIVIRA SANGOLLI RAYANNA (BENGALURU STATION),Thursday,CHENNAI CENTRAL,Saturday,13:09:09,20:06:03
12029,SWARNA SHATA,442,NEW DELHI,Monday,AMRITSAR JN.,Friday,23:28:08,17:31:53
12030,SWARNA SHATA,1829,AMRITSAR JN.,Sunday,NEW DELHI,Sunday,14:55:58,3:02:44
12031,NDLS-ASR-SHA,1377,NEW DELHI,Tuesday,AMRITSAR JN.,Tuesday,16:12:34,6:03:26
12032,ASR-NDLS SHA,2863,AMRITSAR JN.,Friday,NEW DELHI,Sunday,6:11:56,4:58:03
12033,CNB NDLS SHT,1289,KANPUR CENTRAL JN.,Sunday,NEW DELHI,Thursday,21:37:15,19:32:30
12034,NDLS CNB SHA,2549,NEW DELHI,Friday,KANPUR CENTRAL JN.,Thursday,21:25:56,16:17:20
